fund,alpha,beta
axis_bluechip.csv,0.06841276624087637,-0.00047035306373061417
hdfc_top100_nav.csv,0.12554704130744773,-0.0010663833933304814
icici_bluechip.csv,0.06536217394216817,-0.0012309845788753295
kotak_bluechip.csv,0.17271425303812757,0.03159669261430988
nippon_largecap.csv,0.1486648923789417,-0.010954326122490974
sbi_bluechip.csv,-0.0277110139922747,-0.0017759931628154755
