fund,cagr,sharpe,alpha,max_drawdown,cagr_rank,sharpe_rank,alpha_rank,dd_rank,score,fund_score
kotak_bluechip.csv,0.1685480900389944,0.6901071014907375,0.17271425303812757,-0.33429874666118753,3.0,2.0,1.0,2.0,2.2000000000000006,100.0
hdfc_top100_nav.csv,0.2389453901874239,1.0905104257321685,0.12554704130744773,-0.4026012761687717,2.0,1.0,3.0,6.0,2.3000000000000003,97.22222222222223
axis_bluechip.csv,0.5117054183803564,0.265970556340899,0.06841276624087637,-0.013923580128646473,1.0,5.0,4.0,1.0,2.8000000000000003,83.33333333333334
icici_bluechip.csv,0.15432930087578822,0.6116617932271303,0.06536217394216817,-0.33509892369046657,4.0,3.0,5.0,3.0,3.8,55.55555555555558
nippon_largecap.csv,0.1511660632447358,0.5597036256125437,0.1486648923789417,-0.3996075381332732,5.0,4.0,2.0,5.0,4.1,47.22222222222225
sbi_bluechip.csv,0.0012181577314980263,-0.6861823212684862,-0.0277110139922747,-0.36651701755201316,6.0,6.0,6.0,4.0,5.800000000000001,0.0
