Fund,VaR_95,CVaR_95
axis_bluechip.csv,5.953700676510909e-05,-0.0002018435166646609
hdfc_top100_nav.csv,-0.015106367060931164,-0.023282315395583328
icici_bluechip.csv,-0.01463090664163924,-0.028619235409210936
kotak_bluechip.csv,-0.014224923163400332,-0.02389662196511348
nippon_largecap.csv,-0.015871661511509805,-0.024714395720403466
sbi_bluechip.csv,-0.0010240332021842823,-0.008484041231411395
